date,code,close,open,high,low,volume,money
2,s13,13.9587,14.1286,14.2622,13.9587,7191736.0,101412055.374
2,s14,7.914,7.8411,7.914,7.829,3752939.0,29587211.3082
2,s15,22.3218,23.4506,23.5599,22.3218,5415224.0,125206464.4446
2,s16,9.3098,9.407,9.4798,9.2006,22284192.0,208209352.93199998
2,s17,7.1978,7.4285,7.5984,7.1857,46887951.0,345481971.3408
2,s18,42.5922,41.7911,43.7089,41.0993,10273978.0,438711904.0878
2,s19,7.5862,7.4285,7.5984,7.3314,26284278.0,195575670.9984
2,s20,7.3192,7.8897,7.8897,7.1736,41093439.0,302895622.3398
2,s21,26.7643,25.3684,26.8128,25.247,25420268.0,673139124.7018
2,s22,17.6972,18.0735,18.1099,17.6365,7405208.0,131663610.981
2,s23,7.5862,7.8169,7.8411,7.5741,17239581.0,132370002.5256
2,s24,25.1864,25.1864,25.8297,24.6401,9153494.0,230962365.2994
2,s25,13.1819,13.461,13.4853,13.1455,16026897.0,213778460.3262
2,s26,20.5375,21.3872,21.5328,20.5375,116429592.0,2433341443.932
2,s27,16.8961,17.2238,17.3331,16.7504,6958890.0,118971983.4492
2,s28,186.027,182.0457,186.998,181.5481,6853859.0,1266284402.481
2,s29,40.3346,39.5456,40.5045,39.2786,23670006.0,949236846.8226
2,s30,24.276,25.3806,25.3806,24.2274,6926860.0,169589482.6332
2,s31,16.2892,15.306,16.3984,15.1968,35349652.0,559597212.615
2,s32,7.744,8.096,8.1446,7.7076,7652991.0,60142316.4468
2,s33,10.9121,11.0941,11.2155,10.8756,26477478.0,291493545.6384
2,s34,4.0905,4.1512,4.2362,4.0662,106985358.0,443912047.8408
2,s35,45.9302,45.8209,46.0394,44.8863,4520995.0,205381361.5812
2,s36,29.0462,28.3786,29.641,28.2451,3770562.0,109983287.0808
2,s37,38.1983,39.2786,39.2786,38.1133,4047166.0,155448336.3552
2,s38,4.2726,4.224,4.3211,4.224,14528738.0,62216065.8294
2,s39,4.0541,4.0662,4.1633,4.0541,3949725.0,16129688.1144
2,s40,11.8346,11.8103,11.9074,11.6889,2191947.0,25849904.115
2,s41,5.2558,5.2679,5.3407,5.2072,58561915.0,308535358.3284
2,s42,9.4434,9.5769,9.6376,9.2613,29185436.0,275239208.7606
2,s43,9.7954,9.9532,9.9532,9.7832,9235510.0,90925274.9076
2,s44,33.3916,34.8482,35.6008,33.3674,14880022.0,512809913.952
2,s45,9.9653,9.6012,10.0017,9.4434,9312320.0,90003790.7202
2,s46,58.5658,59.1485,59.3791,57.522,5527334.0,323000876.877
2,s47,25.0043,24.6401,25.1135,24.4581,14394282.0,358555775.9406
2,s48,10.1595,10.111,10.3416,9.8803,5791013.0,58346890.1904
2,s49,22.1397,23.3414,23.3414,22.079,23675811.0,534085258.3374
2,s50,8.97,9.1156,9.1521,8.8972,3458254.0,31131743.8908
2,s51,5.0494,5.2436,5.2436,5.013,35580515.0,180952251.6354
2,s52,8.2296,8.2053,8.3509,8.181,7200749.0,59574004.3626
2,s53,8.5209,8.7636,8.8122,8.4602,9305418.0,80216296.2132
3,s0,23.7298,23.5963,23.7783,23.3899,15398462.0,363798112.5954
3,s1,15.2817,15.2575,15.5366,14.7962,5735951.0,86598929.9952
3,s2,9.0064,8.7394,9.1278,8.7394,16631008.0,149397392.844
3,s3,9.0064,8.9093,9.0549,8.885,8089728.0,72506432.8212
3,s4,4.9644,4.9402,4.9887,4.8552,16479670.0,80857734.8922
3,s5,15.7794,15.9493,16.0222,15.2453,8087237.0,126865534.83659999
3,s6,3.957,4.1026,4.224,3.9327,312691365.0,1267678202.9520001
3,s7,23.1229,22.9408,23.4021,22.8194,6355943.0,146964034.5768
3,s8,10.0503,10.0138,10.1231,9.8803,9336751.0,93334973.7852
3,s9,2.379,2.3548,2.4397,2.3305,120859093.0,286567203.6066
3,s10,11.9317,11.8467,12.0166,11.7253,10461153.0,124058746.1442
3,s11,13.5339,13.5824,13.5824,13.2547,4324305.0,57754205.0022
3,s12,6.2025,6.2025,6.2875,6.0447,58111774.0,358854970.3578
3,s13,14.2257,13.9466,14.2622,13.8737,5852053.0,82365755.157
3,s14,8.0839,7.9625,8.1325,7.9018,6423226.0,51708678.6804
3,s15,22.3946,22.4067,22.6738,21.5935,8667636.0,191380415.2722
3,s16,9.3827,9.3463,9.4312,9.237,15529697.0,145326829.578
3,s17,7.0765,7.2342,7.3435,6.9915,47902758.0,341950143.4944
3,s18,41.8397,41.8033,43.1385,41.16,6803613.0,285602861.355
3,s19,7.5256,7.5862,7.5862,7.4163,13628156.0,101960752.4502
3,s20,7.5256,7.4406,7.6591,7.3314,19289811.0,144788822.4384
3,s21,27.2255,26.7279,27.4926,26.4123,20102118.0,541192355.507
3,s22,17.7458,17.7215,17.9278,16.9204,12878187.0,224191645.671
3,s23,7.6469,7.6227,7.7319,7.5862,16025843.0,122467059.8592
3,s24,24.895,25.0528,25.7568,24.7858,5434753.0,137180938.881
3,s25,13.1576,13.0726,13.2911,12.8784,11978302.0,156877547.0136
3,s26,20.586,20.5375,20.8409,20.1248,82304133.0,1681786552.1856
3,s27,17.066,16.8718,17.1631,16.8718,4450824.0,75608224.6794
3,s28,188.6002,184.6311,189.0129,184.1699,5645646.0,1057956825.429
3,s29,40.5409,40.3346,40.7594,39.934,18781414.0,758234925.9492
3,s30,24.9315,24.4459,25.1014,24.2881,2809250.0,69803816.0862
3,s31,15.3667,16.1557,16.1678,15.2089,22038795.0,342755017.9158
3,s32,7.7562,7.7683,7.829,7.5013,7750600.0,59405490.081
3,s33,11.167,10.9121,11.1912,10.8514,26229928.0,289442030.6442
3,s34,4.2119,4.0784,4.2604,4.0541,156592699.0,656293919.5974
3,s35,47.144,45.4689,47.3868,45.3112,8513515.0,393661961.06159997
3,s36,29.641,29.1555,29.641,28.9734,3216934.0,94333151.92559999
3,s37,38.3561,38.1983,38.6353,37.7492,2876441.0,109711622.8614
3,s38,4.4425,4.2604,4.4668,4.2362,24597721.0,108170946.5214
3,s39,4.0905,4.0784,4.1148,4.0541,3277098.0,13353557.5824
3,s40,11.5432,11.8346,11.8346,11.3612,6448775.0,74232176.0334
3,s41,5.4378,5.2193,5.4621,5.1829,75607330.0,404829518.2512
3,s42,9.2977,9.5283,9.6376,9.1278,31378379.0,290073369.2934
3,s43,9.8682,9.7225,9.9774,9.7225,7778169.0,76724934.0312
3,s44,33.8043,33.5009,34.3505,32.724,12620747.0,424103699.70780003
3,s45,10.2566,10.5479,10.8028,10.1352,23360569.0,245552821.4958
3,s46,58.6751,57.8983,59.2334,57.5341,4423535.0,258097993.1334
3,s47,25.1378,25.0286,25.2349,24.5673,13723352.0,341367434.5284
3,s48,10.3901,10.1474,10.3901,10.1352,3862168.0,39720267.3924
3,s49,22.0426,22.079,22.4553,21.2901,18721841.0,407710143.6114
3,s50,9.0792,8.9093,9.1035,8.9093,2751705.0,24867286.8906
3,s51,5.0615,5.0251,5.0858,5.0009,18319434.0,92305336.3764
3,s52,8.3024,8.2538,8.3145,8.2174,5883016.0,48630479.4528
3,s53,8.6058,8.5087,8.6544,8.5087,4242748.0,36449326.4352
4,s0,24.276,23.6812,24.361,23.3778,28162025.0,672350602.497
4,s1,16.2649,15.3667,16.6412,15.3667,11457255.0,184185971.4156
4,s2,8.9578,9.0792,9.0914,8.7879,22174576.0,198179541.462
4,s3,9.5283,8.9943,9.5526,8.9821,35967308.0,334126273.9374
4,s4,4.9887,4.9038,5.0373,4.8673,20093062.0,99470498.5218
4,s5,15.4031,15.7794,15.828,15.3424,7949835.0,122828342.574
4,s6,3.9934,3.9206,4.0905,3.8113,262547651.0,1037181544.7952
4,s7,23.8633,23.1836,23.9847,23.1472,9551860.0,225230895.162
4,s8,10.378,10.0624,10.4144,9.9774,20523746.0,210673721.3616
4,s9,2.4883,2.3669,2.4883,2.3426,186938638.0,452937776.0334
4,s10,12.2837,11.9559,12.3322,11.8831,17705530.0,215569133.3418
4,s11,13.4246,13.4004,13.461,13.2061,4758147.0,63318457.1964
4,s12,6.3967,6.2147,6.4574,6.1904,49893834.0,315975085.6752
4,s13,14.4321,14.2136,14.517,14.1772,11609601.0,166888151.3124
4,s14,8.0596,8.0596,8.0718,7.9018,5879137.0,47011638.0342
4,s15,22.3703,22.4553,22.5524,21.7392,6164266.0,136396019.3316
4,s16,9.7954,9.4676,9.9046,9.3948,40526925.0,392915776.2978
4,s17,7.1857,7.0765,7.2464,6.9794,46983439.0,334541022.1146
4,s18,44.4251,41.7183,44.6678,40.6623,11014104.0,476946934.2414
4,s19,7.4285,7.5256,7.5498,7.3071,16038435.0,118836624.1146
4,s20,7.7926,7.5377,7.9625,7.2221,26808685.0,205858643.5206
4,s21,27.1891,27.3105,27.5411,26.7157,17925083.0,487649219.1082
4,s22,18.1827,17.7579,18.3284,17.5515,9228567.0,166336223.1006
4,s23,7.7926,7.6712,7.829,7.5377,22016330.0,168791716.22460002
4,s24,25.7811,24.8222,25.9875,24.3974,9739229.0,246547468.692
4,s25,13.8495,13.0605,13.9708,13.0119,26108242.0,356939221.3212
4,s26,22.6495,20.6103,22.6495,20.6103,308655560.0,6763806394.086
4,s27,17.4059,17.066,17.4544,16.9811,7787789.0,134503317.9294
4,s28,201.7457,188.6245,202.9352,187.702,11532499.0,2275699451.7474
4,s29,42.3009,40.5409,42.7258,40.456,31639074.0,1321313047.5006
4,s30,27.4319,24.9315,27.4319,24.9315,8564921.0,227938166.82
4,s31,14.9176,15.3667,15.3788,14.3471,22520221.0,332125940.034
4,s32,7.829,7.7562,7.8776,7.562,7689832.0,59337035.4024
4,s33,11.9681,11.2762,12.1259,11.2762,84777766.0,1004177998.7106
4,s34,4.5882,4.2362,4.6489,4.2119,424150218.0,1911552597.4187999
4,s35,47.7509,47.0712,48.7462,46.3793,8611943.0,408762187.7682
4,s36,29.9444,29.4589,30.1022,29.2162,5249915.0,156165177.504
4,s37,41.3663,38.3561,41.5362,38.2468,9149625.0,367096478.1498
4,s38,4.5396,4.4182,4.5639,4.3818,22099688.0,99119109.49080001
4,s39,4.1755,4.0905,4.1997,4.0784,5814764.0,24134980.716000002
4,s40,11.519,11.3612,11.5797,11.3126,6500689.0,74376967.8078
4,s41,5.4985,5.45,5.6078,5.3529,74404814.0,407173591.818
4,s42,9.6983,9.3098,9.9532,9.1399,40124243.0,381705807.7224
4,s43,10.0017,9.8682,10.0745,9.8682,15802223.0,157690215.2448
4,s44,34.5083,33.95,34.8603,32.9425,20554351.0,697629756.0036
4,s45,10.4994,10.3659,10.6693,9.8682,20235992.0,210349977.8394
4,s46,64.5499,58.6023,64.5499,57.8254,8773639.0,544468544.1468
4,s47,25.6233,25.065,25.8175,24.8343,14026260.0,357524085.996
4,s48,10.0988,10.3901,10.3901,9.6618,5377199.0,53770390.8084
4,s49,23.7905,22.0183,23.7905,21.6785,68608312.0,1582181665.3692
4,s50,9.1763,9.0671,9.2006,9.0307,3624738.0,33077516.2704
4,s51,5.1586,5.0737,5.1829,5.0615,29235619.0,150153581.7474
4,s52,8.618,8.3145,8.6787,8.3145,17286448.0,147577775.5536
4,s53,8.9336,8.618,8.97,8.5816,12603841.0,111819453.3204
5,s0,26.2909,24.3003,26.7036,23.9847,112498597.0,2939903373.3636003
5,s1,16.9204,16.2892,17.0903,15.9857,12782374.0,214487574.4242
5,s2,9.3948,8.8972,9.4312,8.8729,28229073.0,261295111.9884
5,s3,9.6254,9.4919,10.0017,9.3827,38016950.0,369895479.1014
5,s4,5.2315,4.9887,5.2315,4.9159,29851203.0,152722718.1102
5,s5,16.1314,15.2211,16.4713,15.2089,10472157.0,166984625.3502
5,s6,3.8963,3.957,3.957,3.8235,173335045.0,673954837.0464
5,s7,24.4702,23.8633,24.6401,23.6934,12386372.0,302221228.9908
5,s8,10.5601,10.3294,10.6693,10.2081,22231093.0,234050921.8824
5,s9,2.5004,2.4519,2.5126,2.4155,165108213.0,406258522.5636
5,s10,12.7449,12.3079,13.0726,12.2351,35580972.0,453168847.1394
5,s11,13.7402,13.3397,13.7402,13.2547,6188164.0,83986749.8568
5,s12,6.4089,6.2996,6.4089,6.2025,44505372.0,280812117.7764
5,s13,14.7962,14.3593,15.0511,14.2015,15073277.0,221112824.9778
5,s14,8.2053,8.0232,8.2417,8.0111,7978478.0,65036787.732
5,s15,23.0622,22.3218,23.2079,22.1033,8283852.0,187629995.3976
5,s16,9.8682,9.7347,10.0988,9.589,29530111.0,290380091.6982
5,s17,7.4527,7.0643,7.5862,7.0643,62335132.0,456741527.8524
5,s18,43.5026,43.5876,44.3887,42.7622,6598744.0,286623912.3426
5,s19,7.3799,7.3678,7.477,7.2949,21044293.0,155474435.4828
5,s20,8.0839,7.4527,8.2296,7.4527,23399911.0,187976587.491
5,s21,29.5682,26.9464,29.908,26.825,46489439.0,1361901290.8924
5,s22,19.0445,18.1827,19.2751,17.9035,15637154.0,294286807.7436
5,s23,8.0718,7.8047,8.1446,7.6955,31750632.0,253269760.128
5,s24,25.5262,25.4898,25.9268,25.1014,6752468.0,171790528.077
5,s25,13.4732,13.631,13.7766,13.2911,22614741.0,305397350.3196
5,s26,22.0305,22.9165,22.9165,21.8241,222241576.0,4949841527.526
5,s27,17.503,17.3331,17.503,17.2602,6921388.0,120346205.3262
5,s28,196.7327,198.954,201.4422,194.997,6713415.0,1329127445.7762
5,s29,44.8256,42.2645,46.4157,42.1067,45556568.0,2024025991.5582001
5,s30,29.289,27.3955,29.8959,27.2013,10299596.0,297766047.705
5,s31,15.5124,14.7355,15.5609,14.517,20590072.0,310546485.3414
5,s32,8.0354,7.744,8.096,7.6348,9009983.0,71084180.8782
5,s33,12.138,11.9681,12.6599,11.7981,75624106.0,927828997.9602
5,s34,4.4182,4.5032,4.5275,4.2969,277990712.0,1224843535.9608
5,s35,48.0786,47.411,48.5156,47.1076,7290456.0,348901874.6892
5,s36,30.6727,29.7745,30.7213,29.6653,5714734.0,173259813.5562
5,s37,40.371,40.8201,41.2206,39.6063,6810509.0,274507520.4102
5,s38,4.6367,4.5032,4.6489,4.4668,26664378.0,121911765.78
5,s39,4.2362,4.1755,4.2362,4.1148,8102963.0,33870707.8668
5,s40,11.8346,11.4825,12.0894,11.4219,8928230.0,105607044.0642
5,s41,5.4257,5.45,5.4864,5.3286,50435244.0,272598471.5496
5,s42,9.4312,9.5283,9.9653,9.3463,35267374.0,338061367.413
5,s43,10.0017,10.0017,10.026,9.8682,14089334.0,140201875.8798
5,s44,37.2515,34.3627,37.8827,34.0714,42390662.0,1553158997.2962
5,s45,10.3294,10.378,10.5965,10.1716,12525777.0,129582570.3018
5,s46,64.5377,63.4696,66.7954,62.8748,6130582.0,396181260.0102
5,s47,26.9706,25.5141,28.0266,25.3563,27829608.0,744950177.475
5,s48,10.2687,9.9896,10.293,9.8925,4801795.0,48682854.9228
5,s49,23.2321,23.4142,23.5477,22.7587,38864214.0,899641843.0482
5,s50,9.3341,9.1763,9.3948,9.1156,4455428.0,41251687.2936
5,s51,5.1951,5.1586,5.2072,5.0615,32686629.0,167625139.1136
5,s52,8.8243,8.5573,8.9214,8.533,20458451.0,179521811.3976
5,s53,9.0792,8.8729,9.1035,8.7636,14320435.0,129075907.1196
6,s0,25.951,25.951,26.1938,25.4898,58682886.0,1513213454.6928
6,s1,17.0539,16.799,17.4666,16.714,9433487.0,161936374.1016
6,s2,9.2492,9.2977,9.3341,9.1278,17467984.0,161433220.0152
6,s3,9.4919,9.5405,9.6012,9.3463,16819579.0,159030115.713
6,s4,5.1708,5.2315,5.3164,5.098,19176353.0,99168667.731
6,s5,16.447,16.8718,16.8718,16.2528,10813942.0,179687885.9412
6,s6,3.872,3.8599,3.9084,3.8356,122887666.0,475360435.73759997
6,s7,24.0939,24.4459,24.5795,23.8754,6750656.0,162761321.1336
6,s8,10.378,10.5722,10.9485,10.3294,22316881.0,237706982.1588
6,s9,2.5368,2.4762,2.549,2.4519,113415810.0,283499173.5954
6,s10,12.7813,12.5992,12.8299,12.49,21186368.0,267931686.0822
6,s11,13.6674,13.7888,13.8373,13.5217,4485742.0,61366285.6632
6,s12,6.3239,6.3603,6.4696,6.2147,26798418.0,169887462.0366
6,s13,14.5656,14.7598,14.9055,14.517,12380608.0,181673682.162
6,s14,8.2174,8.3024,8.3145,8.1203,5981702.0,49031907.3888
6,s15,22.9287,23.0501,23.1836,22.6981,4859568.0,111305534.04179999
6,s16,9.6012,9.8561,9.9653,9.5769,27556637.0,268412529.31080002
6,s17,7.4527,7.3678,7.5377,7.3435,46766119.0,348117903.1176
6,s18,42.0096,42.92,43.9638,41.7426,6270705.0,265944188.1138
6,s19,7.2707,7.3799,7.4406,7.2221,16951984.0,123944018.982
6,s20,8.1325,8.1082,8.2417,7.8776,19019822.0,153711639.8118
6,s21,28.9613,29.0462,29.3497,28.318,25011004.0,721321569.1634
6,s22,19.0567,19.0809,19.1052,18.6804,8377843.0,158094993.2688
6,s23,7.9989,8.0839,8.0839,7.9383,15679455.0,125567427.93
6,s24,25.2713,25.5019,25.7811,25.0528,4547764.0,115907094.7524
6,s25,13.5217,13.5096,13.6674,13.279,13054698.0,176066505.1446
6,s26,22.1154,21.9455,22.8559,21.7149,144814553.0,3232802390.16
6,s27,17.6001,17.418,17.77,17.3938,7210030.0,126795180.561
6,s28,191.8775,195.0212,198.4077,189.0008,6686320.0,1291519746.3042
6,s29,44.2794,44.4736,45.0077,43.6361,21193728.0,941831031.834
6,s30,28.7792,29.3375,29.993,28.6214,4757224.0,140362735.9386
6,s31,15.8522,15.306,16.0464,14.9662,28897049.0,449798695.0254
6,s32,7.9383,8.0596,8.0596,7.8533,5084630.0,40469013.2742
6,s33,11.8831,12.1501,12.1866,11.7617,34826371.0,414195773.1786
6,s34,4.4668,4.3575,4.5153,4.2726,184518771.0,808106853.3384
6,s35,47.6052,48.0301,48.0301,47.1804,3339032.0,158729439.246
6,s36,31.2553,30.6363,31.4131,30.4907,7385638.0,228776946.3168
6,s37,40.3953,40.286,41.4877,39.7155,4263961.0,172522811.1894
6,s38,4.6246,4.576,4.6731,4.5518,12372704.0,57087189.1296
6,s39,4.2119,4.224,4.2483,4.1391,8393342.0,35130367.6584
6,s40,11.6282,11.8103,11.8103,11.5432,3264827.0,38000585.8974
6,s41,5.3164,5.4014,5.4014,5.2315,49013844.0,260030840.9706
6,s42,9.2613,9.2613,9.5041,9.1521,24603334.0,228165319.7796
6,s43,10.0138,10.0017,10.2202,9.9653,13531969.0,136728566.5452
6,s44,35.977,36.6446,36.8631,35.4915,23769334.0,855430526.58
6,s45,10.2566,10.2081,10.4872,10.1716,8123207.0,83724319.014
6,s46,63.0205,64.0037,65.6909,62.2073,6432777.0,407336357.5428
6,s47,26.4608,26.8857,27.2619,26.388,11812119.0,315436634.2848
6,s48,10.4387,10.2687,10.5965,10.2323,7269272.0,75676666.0062
6,s49,23.5113,23.2564,23.9968,23.0622,32110424.0,758515214.2176
6,s50,9.2492,9.3341,9.3341,9.1885,3283291.0,30321748.4472
6,s51,5.1465,5.2315,5.2315,5.1222,21932426.0,113003943.6918
6,s52,8.7515,8.8607,8.8607,8.7151,10846691.0,95152061.5164
6,s53,9.0064,9.0792,9.0914,8.9214,7555056.0,67931799.0498
7,s0,25.5748,25.9875,26.036,25.3806,34594839.0,889595346.6834
7,s1,17.1024,17.0539,17.4059,16.9325,4903148.0,84158801.1516
7,s2,9.1278,9.1278,9.322,9.1278,12334998.0,113756772.7968
7,s3,9.3705,9.5041,9.674,9.3705,13830909.0,132115037.7666
7,s4,5.098,5.1708,5.1708,5.0737,12037273.0,61553057.9244
7,s5,16.4591,16.5077,16.6048,16.4106,4978945.0,82174001.4606
7,s6,3.7021,3.8599,3.8599,3.6657,145185238.0,545173674.5532
7,s7,24.1668,24.0454,24.5188,24.0454,6661137.0,161651183.29500002
7,s8,10.4144,10.4144,10.5236,10.1959,11011159.0,114008610.807
7,s9,2.4519,2.5126,2.5368,2.4276,87488633.0,216227650.1868
7,s10,12.5628,12.8299,12.8784,12.5143,17061189.0,216057383.178
7,s11,13.6188,13.6795,13.7402,13.5581,3636979.0,49706294.6688
7,s12,6.1904,6.2875,6.2996,6.1297,28087676.0,173876198.1894
7,s13,14.8448,14.5656,14.9419,14.4928,13306138.0,195691876.569
7,s14,8.1689,8.1931,8.2781,8.096,4601826.0,37658952.177
7,s15,23.1472,22.9044,23.3171,22.8923,4389858.0,101626526.5512
7,s16,9.6497,9.6133,9.7954,9.5647,20263917.0,196309229.8146
7,s17,7.6348,7.4163,8.0718,7.1736,109848083.0,835180435.3578
7,s18,42.6651,41.8882,44.0488,40.5531,7070656.0,295355138.6688
7,s19,7.2828,7.2707,7.3435,7.1857,10781830.0,78413145.3336
7,s20,7.9868,8.3631,8.3995,7.914,17174533.0,138772852.1466
7,s21,28.7185,28.937,29.5682,28.5243,16566102.0,480978466.0083
7,s22,18.8503,19.0567,19.2145,18.4376,6102773.0,114841956.1212
7,s23,8.3267,8.0475,8.4602,7.9989,39198631.0,323745197.244
7,s24,24.9193,25.2713,25.5141,24.8101,4676427.0,117456358.7274
7,s25,13.461,13.5217,13.6553,13.279,11451106.0,154293060.936
7,s26,21.3993,22.1154,22.2125,21.2415,107302865.0,2315668364.856
7,s27,17.4787,17.5758,17.6487,17.3573,5908763.0,103280424.9414
7,s28,190.8943,192.9821,193.504,189.1465,4944766.0,944150513.8128
7,s29,44.0609,44.0245,45.6025,44.0245,22218631.0,991278957.0347999
7,s30,29.8352,28.8763,30.3207,28.4029,4955899.0,147403084.2438
7,s31,15.4881,15.6095,16.0464,15.4395,19571763.0,308584927.4928
7,s32,8.2174,7.9989,8.2781,7.9868,12160117.0,99600774.462
7,s33,11.9317,11.8103,12.1501,11.6889,39775501.0,475253841.0354
7,s34,4.3211,4.394,4.5639,4.2969,150908231.0,664987130.9214
7,s35,47.3625,47.5081,47.7145,46.877,2993951.0,141572002.3956
7,s36,30.782,31.2918,31.3039,30.697,3317801.0,102702531.12
7,s37,40.4195,40.2375,41.1478,39.6063,4193023.0,168511931.6832
7,s38,4.6124,4.6246,4.6489,4.4911,14684182.0,67083641.7342
7,s39,4.1269,4.1876,4.2119,4.1148,5595375.0,23230810.1718
7,s40,11.8588,11.6282,12.0652,11.5797,6398397.0,76183797.7152
7,s41,5.28,5.3164,5.365,5.2679,33106562.0,175799134.1358
7,s42,8.885,9.3827,9.3948,8.8243,27694508.0,248802824.403
7,s43,10.0503,10.0381,10.1352,9.8682,10907154.0,109292689.5018
7,s44,35.7464,35.8799,36.8874,35.5886,21103583.0,765276607.0068
7,s45,9.9289,10.2202,10.2566,9.9289,7108385.0,71128232.1078
7,s46,62.8141,62.9113,64.1979,61.2483,5303136.0,332123173.7838
7,s47,26.7886,26.5701,27.7839,26.5701,19311729.0,526045323.88379997
